Subject Age Group,Weapon Type,Officer YOB,Officer Gender,Officer Race,Subject Perceived Race,Subject Perceived Gender,Initial Call Type,Arrest Flag,Frisk Flag,Reported_year
26 - 35,Knife/Cutting/Stabbing Instrument,1987,Male,White,American Indian or Alaska Native,Female,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT",0,1,2020
56 and Above,Knife/Cutting/Stabbing Instrument,1976,Male,White,White,Male,"OBS WEAPN-IP/JO-GUN,DEADLY WPN (NO THRT/ASLT/DIST)",1,1,2020
18 - 25,Blunt Object/Striking Implement,1997,Male,Two or More Races,White,Male,"WEAPN - GUN,DEADLY WPN (NO THRTS/ASLT/DIST)",1,1,2020
18 - 25,Mace/Pepper Spray,1997,Male,Two or More Races,White,Male,"WEAPN - GUN,DEADLY WPN (NO THRTS/ASLT/DIST)",1,1,2020
18 - 25,Knife/Cutting/Stabbing Instrument,1997,Male,Two or More Races,White,Male,"WEAPN - GUN,DEADLY WPN (NO THRTS/ASLT/DIST)",1,1,2020
26 - 35,Knife/Cutting/Stabbing Instrument,1971,Male,Black or African American,White,Male,OBS - BURG - IP/JO - COMM BURG (INCLUDES SCHOOLS),0,1,2020
36 - 45,Knife/Cutting/Stabbing Instrument,1988,Male,White,White,Male,FIGHT - CRITICAL WITH WEAPONS,0,1,2020
46 - 55,Blunt Object/Striking Implement,1978,Female,Two or More Races,White,Male,OBS - BURG - IP/JO - COMM BURG (INCLUDES SCHOOLS),0,1,2020
36 - 45,Knife/Cutting/Stabbing Instrument,1985,Male,Hispanic,Asian,Male,OBS - DOWN - CHECK FOR PERSON DOWN,1,1,2020
26 - 35,Blunt Object/Striking Implement,1995,Male,White,White,Male,OBS - BURG - IP/JO - COMM BURG (INCLUDES SCHOOLS),1,1,2020
18 - 25,Knife/Cutting/Stabbing Instrument,1983,Female,Two or More Races,American Indian or Alaska Native,Male,ARSON - REPORT,1,1,2020
36 - 45,Knife/Cutting/Stabbing Instrument,1989,Male,White,Black or African American,Male,BURG - OCCUPIED RESD,1,1,2020
36 - 45,Knife/Cutting/Stabbing Instrument,1974,Male,White,White,Male,BURG - COMM BURGLARY,1,1,2020
56 and Above,Firearm,1986,Male,Declined to Answer,Black or African American,Male,SUSPICIOUS STOP - OFFICER INITIATED ONVIEW,1,1,2020
18 - 25,Knife/Cutting/Stabbing Instrument,1960,Male,Asian,White,Male,OBS - DOWN - CHECK FOR PERSON DOWN,0,1,2020
18 - 25,Knife/Cutting/Stabbing Instrument,1989,Male,White,White,Male,SUSPICIOUS STOP - OFFICER INITIATED ONVIEW,0,1,2020
46 - 55,Mace/Pepper Spray,1965,Male,Two or More Races,White,Male,"OBS WEAPN-IP/JO-GUN,DEADLY WPN (NO THRT/ASLT/DIST)",0,1,2020
56 and Above,Knife/Cutting/Stabbing Instrument,1989,Male,White,White,Female,THREATS (INCLS IN-PERSON/BY PHONE/IN WRITING),0,1,2020
18 - 25,Knife/Cutting/Stabbing Instrument,1992,Male,Asian,Unknown,Male,PROPERTY - DAMAGE,1,1,2020
36 - 45,Knife/Cutting/Stabbing Instrument,1983,Female,Two or More Races,White,Male,HAZ - POTENTIAL THRT TO PHYS SAFETY,0,1,2020
46 - 55,Knife/Cutting/Stabbing Instrument,1987,Male,Asian,Black or African American,Male,ASLT - CRITICAL (NO SHOOTINGS),0,1,2020
18 - 25,Knife/Cutting/Stabbing Instrument,1990,Female,Two or More Races,Unknown,Male,FIGHT - PHYSICAL (NO WEAPONS),0,1,2020
18 - 25,Blunt Object/Striking Implement,1987,Male,White,White,Male,SUSPICIOUS STOP - OFFICER INITIATED ONVIEW,0,1,2020
36 - 45,Rifle,1990,Male,White,Unknown,Male,"OBS WEAPN-IP/JO-GUN,DEADLY WPN (NO THRT/ASLT/DIST)",0,1,2020
26 - 35,Blunt Object/Striking Implement,1980,Male,Two or More Races,Black or African American,Male,BURG - COMM BURGLARY,0,1,2020
26 - 35,Knife/Cutting/Stabbing Instrument,1985,Male,White,Asian,Male,SUSPICIOUS STOP - OFFICER INITIATED ONVIEW,0,1,2020
36 - 45,Knife/Cutting/Stabbing Instrument,1987,Male,White,Black or African American,Male,ASLT - CRITICAL (NO SHOOTINGS),1,1,2020
36 - 45,Blunt Object/Striking Implement,1994,Male,White,Unknown,Male,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT",0,1,2020
26 - 35,Firearm,1979,Male,White,Black or African American,Male,SUSPICIOUS STOP - OFFICER INITIATED ONVIEW,1,1,2020
56 and Above,Knife/Cutting/Stabbing Instrument,1968,Male,White,White,Male,SHOPLIFT - THEFT,0,1,2020
26 - 35,Handgun,1990,Male,White,Black or African American,Male,TRAFFIC STOP - OFFICER INITIATED ONVIEW,1,1,2020
26 - 35,Handgun,1990,Male,White,Black or African American,Male,DISTURBANCE - DV - NO ASLT,1,1,2020
26 - 35,Knife/Cutting/Stabbing Instrument,1990,Male,Two or More Races,White,Male,ASLT - DV CRITICAL,1,1,2020
56 and Above,Knife/Cutting/Stabbing Instrument,1992,Male,White,Black or African American,Male,DISTURBANCE,1,1,2020
36 - 45,Knife/Cutting/Stabbing Instrument,1987,Male,White,Black or African American,Male,"OBS WEAPN-IP/JO-GUN,DEADLY WPN (NO THRT/ASLT/DIST)",0,1,2020
26 - 35,Knife/Cutting/Stabbing Instrument,1992,Female,Two or More Races,Black or African American,Male,ROBBERY - CRITICAL (INCLUDES STRONG ARM),0,1,2020
26 - 35,Knife/Cutting/Stabbing Instrument,1987,Male,White,Black or African American,Male,ASLT - WITH OR W/O WPNS (NO SHOOTINGS),1,1,2020
26 - 35,Handgun,1987,Male,White,White,Male,SUSPICIOUS STOP - OFFICER INITIATED ONVIEW,1,1,2020
46 - 55,Knife/Cutting/Stabbing Instrument,1991,Male,White,Asian,Male,BURG - OCCUPIED RESD,0,1,2020
36 - 45,Knife/Cutting/Stabbing Instrument,1993,Male,White,Black or African American,Female,THREATS (INCLS IN-PERSON/BY PHONE/IN WRITING),1,1,2020
26 - 35,Handgun,1984,Male,White,Black or African American,Male,TRAFFIC STOP - OFFICER INITIATED ONVIEW,0,1,2020
18 - 25,Knife/Cutting/Stabbing Instrument,1986,Male,White,Black or African American,Male,"OBS WEAPN-IP/JO-GUN,DEADLY WPN (NO THRT/ASLT/DIST)",0,1,2020
26 - 35,Mace/Pepper Spray,1968,Male,White,White,Male,THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),0,1,2020
36 - 45,Knife/Cutting/Stabbing Instrument,1995,Male,Two or More Races,Unknown,Male,ROBBERY - CRITICAL (INCLUDES STRONG ARM),1,1,2020
36 - 45,Blunt Object/Striking Implement,1981,Male,White,Black or African American,Male,ASLT - WITH OR W/O WPNS (NO SHOOTINGS),0,1,2020
26 - 35,Handgun,1979,Male,Black or African American,White,Male,OVERDOSE,1,1,2020
46 - 55,Knife/Cutting/Stabbing Instrument,1989,Female,White,Unknown,Male,ASLT - CRITICAL (NO SHOOTINGS),0,1,2020
36 - 45,Knife/Cutting/Stabbing Instrument,1995,Female,Hispanic,White,Male,DISTURBANCE,0,1,2020
26 - 35,Knife/Cutting/Stabbing Instrument,1993,Male,White,White,Male,TRESPASS,1,1,2020
46 - 55,Knife/Cutting/Stabbing Instrument,1988,Male,Asian,Black or African American,Male,ASLT - DV,1,1,2020
46 - 55,Knife/Cutting/Stabbing Instrument,1981,Male,White,Black or African American,Male,"WEAPN - GUN,DEADLY WPN (NO THRTS/ASLT/DIST)",0,1,2020
26 - 35,Knife/Cutting/Stabbing Instrument,1983,Male,White,Asian,Male,BURG - COMM BURGLARY,0,1,2020
26 - 35,Knife/Cutting/Stabbing Instrument,1996,Male,Asian,Unknown,Male,FIGHT - PHYSICAL (NO WEAPONS),0,1,2020
26 - 35,Blunt Object/Striking Implement,1982,Male,White,Unknown,Male,OBS - BURG - IP/JO - COMM BURG (INCLUDES SCHOOLS),0,1,2020
46 - 55,Knife/Cutting/Stabbing Instrument,1987,Male,White,White,Male,OBS - BURG - IP/JO - COMM BURG (INCLUDES SCHOOLS),0,1,2020
36 - 45,Knife/Cutting/Stabbing Instrument,1989,Male,White,Unknown,Male,ROBBERY - CRITICAL (INCLUDES STRONG ARM),0,1,2020
18 - 25,Knife/Cutting/Stabbing Instrument,1963,Male,White,White,Male,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT",1,1,2020
18 - 25,Knife/Cutting/Stabbing Instrument,1974,Male,White,White,Female,DISTURBANCE,0,1,2020
26 - 35,Knife/Cutting/Stabbing Instrument,1978,Male,White,White,Male,OBS - BURG - IP/JO - COMM BURG (INCLUDES SCHOOLS),0,1,2020
56 and Above,Knife/Cutting/Stabbing Instrument,1982,Male,White,White,Male,SUSPICIOUS STOP - OFFICER INITIATED ONVIEW,0,0,2020
26 - 35,Knife/Cutting/Stabbing Instrument,1993,Male,White,American Indian or Alaska Native,Male,ROBBERY - CRITICAL (INCLUDES STRONG ARM),1,1,2020
36 - 45,Knife/Cutting/Stabbing Instrument,1987,Male,Hispanic,White,Male,DISTURBANCE,0,1,2020
26 - 35,Handgun,1984,Male,White,White,Male,TRAFFIC STOP - OFFICER INITIATED ONVIEW,0,1,2020
26 - 35,Knife/Cutting/Stabbing Instrument,1995,Male,Two or More Races,White,Male,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT",0,1,2020
26 - 35,Knife/Cutting/Stabbing Instrument,1989,Male,Two or More Races,Black or African American,Male,"OBS WEAPN-IP/JO-GUN,DEADLY WPN (NO THRT/ASLT/DIST)",1,1,2020
56 and Above,Knife/Cutting/Stabbing Instrument,1986,Male,White,White,Male,ASLT - CRITICAL (NO SHOOTINGS),1,1,2020
26 - 35,Knife/Cutting/Stabbing Instrument,1976,Female,White,White,Male,SFD - ASSIST ON CRITICAL FIRE OR MEDIC RESPONSE,1,1,2020
46 - 55,Knife/Cutting/Stabbing Instrument,1990,Male,Hispanic,White,Male,DUI - DRIVING UNDER INFLUENCE,0,1,2020
36 - 45,Knife/Cutting/Stabbing Instrument,1987,Male,Hispanic,White,Male,ROBBERY - CRITICAL (INCLUDES STRONG ARM),0,1,2020
36 - 45,Knife/Cutting/Stabbing Instrument,1997,Male,Two or More Races,White,Male,FIGHT - CRITICAL WITH WEAPONS,0,1,2020
36 - 45,Blunt Object/Striking Implement,1997,Male,Two or More Races,White,Male,FIGHT - CRITICAL WITH WEAPONS,0,1,2020
36 - 45,Knife/Cutting/Stabbing Instrument,1992,Male,Declined to Answer,White,Male,THREATS (INCLS IN-PERSON/BY PHONE/IN WRITING),1,1,2020
26 - 35,Knife/Cutting/Stabbing Instrument,1991,Male,White,Black or African American,Male,PROPERTY - DAMAGE,1,1,2020
26 - 35,Knife/Cutting/Stabbing Instrument,1989,Male,White,Unknown,Male,"OBS WEAPN-IP/JO-GUN,DEADLY WPN (NO THRT/ASLT/DIST)",1,1,2020
36 - 45,Handgun,1990,Male,White,Black or African American,Male,TRESPASS,1,1,2020
26 - 35,Knife/Cutting/Stabbing Instrument,1989,Male,White,White,Male,THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),0,1,2020
26 - 35,Knife/Cutting/Stabbing Instrument,1973,Male,White,White,Male,"OBS WEAPN-IP/JO-GUN,DEADLY WPN (NO THRT/ASLT/DIST)",1,1,2020
46 - 55,Fire/Incendiary Device,1979,Male,White,White,Male,PROPERTY - DAMAGE,1,1,2020
26 - 35,Blunt Object/Striking Implement,1984,Male,White,White,Male,SUSPICIOUS STOP - OFFICER INITIATED ONVIEW,0,1,2020
18 - 25,Knife/Cutting/Stabbing Instrument,1967,Male,White,White,Male,OBS - FIGHT - IP - PHYSICAL (NO WEAPONS),0,1,2020
26 - 35,Knife/Cutting/Stabbing Instrument,1993,Male,White,White,Male,BURG - OCCUPIED RESD,1,1,2020
36 - 45,Blunt Object/Striking Implement,1996,Male,White,White,Male,BURG - OCCUPIED RESD,1,1,2020
18 - 25,Knife/Cutting/Stabbing Instrument,1994,Male,White,White,Male,BURG - OCCUPIED RESD,1,1,2020
56 and Above,Knife/Cutting/Stabbing Instrument,1988,Male,Black or African American,Black or African American,Male,ASLT - CRITICAL (NO SHOOTINGS),0,1,2020
26 - 35,Knife/Cutting/Stabbing Instrument,1983,Male,Two or More Races,White,Male,"OBS WEAPN-IP/JO-GUN,DEADLY WPN (NO THRT/ASLT/DIST)",0,1,2020
46 - 55,Taser/Stun Gun,1987,Male,White,White,Female,DISTURBANCE,1,1,2020
46 - 55,Firearm,1992,Male,White,Black or African American,Male,FIGHT - CRITICAL WITH WEAPONS,1,1,2020
26 - 35,Knife/Cutting/Stabbing Instrument,1990,Male,White,Black or African American,Male,ASLT - CRITICAL (NO SHOOTINGS),1,1,2020
46 - 55,Knife/Cutting/Stabbing Instrument,1962,Male,White,White,Female,OBS - BURG - IP/JO - COMM BURG (INCLUDES SCHOOLS),0,1,2020
46 - 55,Knife/Cutting/Stabbing Instrument,1987,Male,Two or More Races,Black or African American,Male,SHOPLIFT - THEFT,0,1,2020
26 - 35,Knife/Cutting/Stabbing Instrument,1985,Male,White,White,Male,PROPERTY - DAMAGE,1,1,2020
46 - 55,Knife/Cutting/Stabbing Instrument,1991,Male,White,Black or African American,Male,"OBS WEAPN-IP/JO-GUN,DEADLY WPN (NO THRT/ASLT/DIST)",1,1,2020
18 - 25,Blunt Object/Striking Implement,1996,Male,White,Black or African American,Male,THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),1,1,2020
56 and Above,Firearm,1994,Male,Asian,Black or African American,Male,OBS - FIGHT - VERBAL/ORAL (NO WEAPONS),1,1,2020
46 - 55,Blunt Object/Striking Implement,1988,Male,White,Black or African American,Male,ROBBERY - CRITICAL (INCLUDES STRONG ARM),1,1,2020
46 - 55,Knife/Cutting/Stabbing Instrument,1988,Male,White,Black or African American,Male,ROBBERY - CRITICAL (INCLUDES STRONG ARM),1,1,2020
26 - 35,Knife/Cutting/Stabbing Instrument,1995,Female,Hispanic,Black or African American,Male,OBS - BURG - IP/JO - COMM BURG (INCLUDES SCHOOLS),0,1,2020
36 - 45,Knife/Cutting/Stabbing Instrument,1992,Male,White,Unknown,Male,"OBS WEAPN-IP/JO-GUN,DEADLY WPN (NO THRT/ASLT/DIST)",0,1,2020
36 - 45,Rifle,1987,Male,Hispanic,Black or African American,Male,DISTURBANCE,1,1,2020
36 - 45,Knife/Cutting/Stabbing Instrument,1991,Male,White,White,Female,"OBS WEAPN-IP/JO-GUN,DEADLY WPN (NO THRT/ASLT/DIST)",1,1,2020
46 - 55,Knife/Cutting/Stabbing Instrument,1989,Male,White,Black or African American,Male,"OBS WEAPN-IP/JO-GUN,DEADLY WPN (NO THRT/ASLT/DIST)",1,1,2020
26 - 35,Knife/Cutting/Stabbing Instrument,1986,Male,Asian,Black or African American,Male,"OBS WEAPN-IP/JO-GUN,DEADLY WPN (NO THRT/ASLT/DIST)",1,1,2020
36 - 45,Knife/Cutting/Stabbing Instrument,1960,Male,Asian,White,Male,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT",0,1,2020
46 - 55,Knife/Cutting/Stabbing Instrument,1981,Male,White,White,Male,THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),1,1,2020
56 and Above,Knife/Cutting/Stabbing Instrument,1983,Male,Two or More Races,Black or African American,Male,FIGHT - CRITICAL WITH WEAPONS,0,1,2020
36 - 45,Knife/Cutting/Stabbing Instrument,1970,Female,White,Black or African American,Male,THREATS (INCLS IN-PERSON/BY PHONE/IN WRITING),0,1,2020
26 - 35,Knife/Cutting/Stabbing Instrument,1971,Male,Black or African American,White,Male,SFD - ASSIST ON CRITICAL FIRE OR MEDIC RESPONSE,0,1,2020
18 - 25,Knife/Cutting/Stabbing Instrument,1990,Male,White,Unknown,Male,OBS - BURG - IP/JO - COMM BURG (INCLUDES SCHOOLS),0,1,2020
26 - 35,Handgun,1986,Male,Asian,Black or African American,Male,ASLT - PERSON SHOT OR SHOT AT,1,1,2020
18 - 25,Knife/Cutting/Stabbing Instrument,1974,Male,White,Black or African American,Male,THREATS (INCLS IN-PERSON/BY PHONE/IN WRITING),0,1,2020
36 - 45,Handgun,1977,Male,White,Black or African American,Male,THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),1,1,2020
18 - 25,Knife/Cutting/Stabbing Instrument,1991,Female,White,White,Male,ROBBERY - CRITICAL (INCLUDES STRONG ARM),1,1,2020
18 - 25,Knife/Cutting/Stabbing Instrument,1988,Male,Black or African American,Unknown,Male,OBS - FIGHT - IP - PHYSICAL (NO WEAPONS),0,1,2020
18 - 25,Knife/Cutting/Stabbing Instrument,1978,Male,White,Unknown,Male,OBS - FIGHT - IP - PHYSICAL (NO WEAPONS),0,1,2020
26 - 35,Knife/Cutting/Stabbing Instrument,1993,Male,White,White,Male,BURG - COMM BURGLARY,1,1,2020
18 - 25,Firearm,1994,Male,White,Black or African American,Male,THREATS (INCLS IN-PERSON/BY PHONE/IN WRITING),1,1,2020
18 - 25,Knife/Cutting/Stabbing Instrument,1984,Male,White,White,Male,"OBS WEAPN-IP/JO-GUN,DEADLY WPN (NO THRT/ASLT/DIST)",0,1,2020
18 - 25,Handgun,1992,Male,White,White,Male,"OBS WEAPN-IP/JO-GUN,DEADLY WPN (NO THRT/ASLT/DIST)",0,1,2020
26 - 35,Knife/Cutting/Stabbing Instrument,1984,Male,White,Black or African American,Male,SHOPLIFT - THEFT,0,1,2020
26 - 35,Mace/Pepper Spray,1994,Male,White,White,Male,BURG - OCCUPIED RESD,1,1,2020
26 - 35,Knife/Cutting/Stabbing Instrument,1994,Male,White,White,Male,BURG - OCCUPIED RESD,1,1,2020
56 and Above,Knife/Cutting/Stabbing Instrument,1987,Male,White,White,Male,HAZ - POTENTIAL THRT TO PHYS SAFETY,0,1,2020
18 - 25,Fire/Incendiary Device,1989,Male,White,White,Male,OBS - BURG - IP/JO - COMM BURG (INCLUDES SCHOOLS),1,1,2020
18 - 25,Fire/Incendiary Device,1968,Male,White,White,Female,OBS - BURG - IP/JO - COMM BURG (INCLUDES SCHOOLS),1,1,2020
18 - 25,Blunt Object/Striking Implement,1968,Male,White,White,Female,OBS - BURG - IP/JO - COMM BURG (INCLUDES SCHOOLS),1,1,2020
18 - 25,Knife/Cutting/Stabbing Instrument,1968,Male,White,White,Female,OBS - BURG - IP/JO - COMM BURG (INCLUDES SCHOOLS),1,1,2020
56 and Above,Knife/Cutting/Stabbing Instrument,1989,Male,Two or More Races,Unknown,Male,DISTURBANCE - DV CRITICAL,1,0,2020
18 - 25,Knife/Cutting/Stabbing Instrument,1986,Male,White,Unknown,Male,OBS - ARSON - IP/JO,1,1,2020
56 and Above,Knife/Cutting/Stabbing Instrument,1989,Male,White,Black or African American,Male,BURG - COMM BURGLARY,1,1,2020
26 - 35,Knife/Cutting/Stabbing Instrument,1975,Male,Declined to Answer,White,Male,SUSPICIOUS STOP - OFFICER INITIATED ONVIEW,1,1,2020
26 - 35,Knife/Cutting/Stabbing Instrument,1973,Male,White,Black or African American,Male,FIGHT - PHYSICAL (NO WEAPONS),1,1,2020
36 - 45,Mace/Pepper Spray,1978,Male,White,White,Female,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT",0,1,2020
36 - 45,Knife/Cutting/Stabbing Instrument,1978,Male,White,White,Female,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT",0,1,2020
26 - 35,Knife/Cutting/Stabbing Instrument,1981,Male,White,White,Male,DISTURBANCE - DV CRITICAL,1,1,2020
26 - 35,Knife/Cutting/Stabbing Instrument,1976,Male,Declined to Answer,White,Male,ROBBERY - CRITICAL (INCLUDES STRONG ARM),1,1,2020
26 - 35,Knife/Cutting/Stabbing Instrument,1992,Male,White,White,Male,TRESPASS,1,1,2020
36 - 45,Knife/Cutting/Stabbing Instrument,1992,Male,White,White,Male,SUSPICIOUS STOP - OFFICER INITIATED ONVIEW,0,1,2020
56 and Above,Taser/Stun Gun,1994,Male,White,Black or African American,Male,OBS - FIGHT - IP - PHYSICAL (NO WEAPONS),1,1,2020
46 - 55,Knife/Cutting/Stabbing Instrument,1987,Male,White,White,Male,DISTURBANCE - DV CRITICAL,0,1,2020
18 - 25,Handgun,1990,Male,Two or More Races,Unknown,Male,ASLT - PERSON SHOT OR SHOT AT,1,1,2020
18 - 25,Knife/Cutting/Stabbing Instrument,1994,Male,White,American Indian or Alaska Native,Male,"OBS WEAPN-IP/JO-GUN,DEADLY WPN (NO THRT/ASLT/DIST)",0,1,2020
18 - 25,Firearm,1978,Male,White,Black or African American,Male,ASLT - PERSON SHOT OR SHOT AT,0,1,2020
26 - 35,Knife/Cutting/Stabbing Instrument,1992,Male,White,White,Male,"OBS WEAPN-IP/JO-GUN,DEADLY WPN (NO THRT/ASLT/DIST)",0,1,2020
18 - 25,Blunt Object/Striking Implement,1985,Male,White,White,Male,BURN - RECKLESS BURNING,0,1,2020
36 - 45,Knife/Cutting/Stabbing Instrument,1981,Female,White,White,Male,OBS - BURG - IP/JO - COMM BURG (INCLUDES SCHOOLS),0,1,2020
46 - 55,Knife/Cutting/Stabbing Instrument,1983,Male,White,White,Male,OBS - BURG - IP/JO - COMM BURG (INCLUDES SCHOOLS),0,1,2020
26 - 35,Blunt Object/Striking Implement,1997,Male,Two or More Races,Black or African American,Male,ASLT - CRITICAL (NO SHOOTINGS),1,1,2020
26 - 35,Knife/Cutting/Stabbing Instrument,1996,Female,White,White,Male,ROBBERY - CRITICAL (INCLUDES STRONG ARM),1,1,2020
36 - 45,Blunt Object/Striking Implement,1990,Male,White,American Indian or Alaska Native,Male,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT",0,1,2020
46 - 55,Firearm,1986,Male,White,Asian,Male,ASLT - PERSON SHOT OR SHOT AT,1,1,2020
26 - 35,Knife/Cutting/Stabbing Instrument,1990,Female,White,Unknown,Male,DOWN - CHECK FOR DOWN PERSON,1,1,2020
26 - 35,Firearm,1990,Male,White,Black or African American,Male,"WEAPN - GUN,DEADLY WPN (NO THRTS/ASLT/DIST)",0,1,2020
18 - 25,Firearm,1990,Male,White,Black or African American,Male,"WEAPN - GUN,DEADLY WPN (NO THRTS/ASLT/DIST)",0,1,2020
36 - 45,Knife/Cutting/Stabbing Instrument,1973,Male,White,Black or African American,Male,ORDER - VIOLATING DV COURT ORDER,1,1,2020
36 - 45,Blunt Object/Striking Implement,1994,Male,White,White,Male,"OBS WEAPN-IP/JO-GUN,DEADLY WPN (NO THRT/ASLT/DIST)",0,1,2020
36 - 45,Knife/Cutting/Stabbing Instrument,1994,Male,White,White,Male,"OBS WEAPN-IP/JO-GUN,DEADLY WPN (NO THRT/ASLT/DIST)",0,1,2020
26 - 35,Knife/Cutting/Stabbing Instrument,1997,Male,Two or More Races,Black or African American,Male,TRESPASS,0,1,2020
46 - 55,Knife/Cutting/Stabbing Instrument,1992,Male,Hispanic,White,Male,THREATS (INCLS IN-PERSON/BY PHONE/IN WRITING),1,1,2020
26 - 35,Blunt Object/Striking Implement,1992,Male,Hispanic,Black or African American,Male,PROPERTY - DAMAGE,0,1,2020
18 - 25,Knife/Cutting/Stabbing Instrument,1992,Male,Hispanic,White,Male,THREATS (INCLS IN-PERSON/BY PHONE/IN WRITING),0,1,2020
18 - 25,Knife/Cutting/Stabbing Instrument,1989,Male,White,Black or African American,Male,BURG - OCCUPIED RESD,0,1,2020
36 - 45,Knife/Cutting/Stabbing Instrument,1990,Female,Two or More Races,White,Male,SHOPLIFT - THEFT,1,1,2020
36 - 45,Handgun,1983,Male,White,Unknown,Male,"OBS WEAPN-IP/JO-GUN,DEADLY WPN (NO THRT/ASLT/DIST)",0,1,2020
26 - 35,Knife/Cutting/Stabbing Instrument,1995,Male,Declined to Answer,White,Male,"OBS WEAPN-IP/JO-GUN,DEADLY WPN (NO THRT/ASLT/DIST)",0,1,2020
36 - 45,Knife/Cutting/Stabbing Instrument,1990,Female,White,White,Male,THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),0,1,2020
26 - 35,Handgun,1988,Male,Declined to Answer,Black or African American,Female,WARRANT - MISD PICKUP,1,1,2020
18 - 25,Firearm,1995,Male,Declined to Answer,Black or African American,Male,ASLT - PERSON SHOT OR SHOT AT,1,1,2020
46 - 55,Knife/Cutting/Stabbing Instrument,1976,Male,White,Black or African American,Male,THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),0,1,2020
26 - 35,Handgun,1965,Male,White,White,Male,DISTURBANCE,0,1,2020
26 - 35,Knife/Cutting/Stabbing Instrument,1992,Male,White,White,Male,"OBS - MVC - NON INJURY, BLOCKING",1,1,2020
36 - 45,Handgun,1991,Male,White,White,Male,TRESPASS,0,1,2020
26 - 35,Knife/Cutting/Stabbing Instrument,1995,Male,White,White,Male,ASLT - DV CRITICAL,1,1,2020
36 - 45,Knife/Cutting/Stabbing Instrument,1988,Male,Declined to Answer,White,Male,"OBS WEAPN-IP/JO-GUN,DEADLY WPN (NO THRT/ASLT/DIST)",0,1,2020
26 - 35,Knife/Cutting/Stabbing Instrument,1992,Male,White,White,Female,SUSPICIOUS STOP - OFFICER INITIATED ONVIEW,0,1,2020
36 - 45,Knife/Cutting/Stabbing Instrument,1987,Male,Black or African American,Asian,Male,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT",1,1,2020
36 - 45,Mace/Pepper Spray,1991,Male,White,American Indian or Alaska Native,Male,ASLT - WITH OR W/O WPNS (NO SHOOTINGS),0,1,2020
26 - 35,Knife/Cutting/Stabbing Instrument,1974,Male,White,Unknown,Male,NUISANCE,0,1,2020
36 - 45,Knife/Cutting/Stabbing Instrument,1974,Male,White,White,Male,ASLT - DV CRITICAL,1,1,2020
46 - 55,Knife/Cutting/Stabbing Instrument,1990,Female,Two or More Races,White,Male,ASLT - CRITICAL (NO SHOOTINGS),1,1,2020
36 - 45,Firearm,1974,Male,White,White,Male,ASLT - DV CRITICAL,1,1,2020
26 - 35,Knife/Cutting/Stabbing Instrument,1983,Male,White,White,Male,TRAFFIC STOP - OFFICER INITIATED ONVIEW,1,1,2020
26 - 35,Knife/Cutting/Stabbing Instrument,1987,Male,Two or More Races,White,Male,SHOPLIFT - THEFT,0,1,2020
18 - 25,Knife/Cutting/Stabbing Instrument,1992,Male,Hispanic,Black or African American,Male,UNKNOWN - COMPLAINT OF UNKNOWN NATURE,1,1,2020
26 - 35,Knife/Cutting/Stabbing Instrument,1978,Male,White,Asian,Male,SUSPICIOUS STOP - OFFICER INITIATED ONVIEW,1,1,2020
56 and Above,Knife/Cutting/Stabbing Instrument,1992,Male,Black or African American,Black or African American,Male,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT",0,1,2020
